-0.464412 -0.455094 -1.081511 0.713020 -0.421875 -0.918522 -0.201535 0.638850 
0.986062 -0.448225 -1.109377 0.687476 0.946630 1.551597 -0.614145 -0.689374 
-1.830843 -0.464329 -1.105674 0.715772 1.008998 -0.691991 -1.174123 0.404894 
0.967815 -0.469530 -1.089026 0.703203 0.573466 -0.318024 -1.410741 1.631660 
1.739320 -0.471947 -1.085292 0.712860 0.453545 -0.189432 0.918909 -0.859997 
1.613359 -0.470494 -1.079339 0.689235 1.020001 2.427558 0.718890 -0.097697 
-1.415195 -0.482716 -1.077643 0.700089 1.267522 1.289404 0.550874 -1.296896 
-1.095257 -0.456178 -1.091888 0.714881 -1.233372 0.358896 0.103882 -0.305131 
0.109751 -0.470645 -1.080429 0.705813 1.162633 -0.061328 0.432038 0.479599 
0.450028 -0.452495 -1.067046 0.706097 -0.355417 2.366382 1.261385 0.089748 
0.397365 -0.467781 -1.079508 0.695546 -0.327305 0.737849 -1.665749 1.672178 
1.537298 -0.455606 -1.105961 0.706374 -0.275517 -0.911311 -0.991713 -1.239026 
1.691443 -0.480085 -1.099100 0.694013 0.813066 2.363449 -1.515758 -0.438829 
0.269961 -0.452765 -1.093653 0.707399 -0.996316 1.793409 0.290096 -0.028726 
0.296482 -0.445653 -1.079356 0.720995 0.648008 0.199599 -1.451775 0.370775 
0.086166 -0.477416 -1.094653 0.718609 -0.847984 -0.913111 -1.388482 1.110232 
-0.184820 -0.463765 -1.075297 0.694079 1.447146 0.067183 -0.340223 1.255661 
0.810067 -0.468709 -1.099542 0.707070 0.722409 2.371555 0.523931 -1.714899 
-0.581142 -0.450872 -1.090422 0.698729 0.616975 1.940712 -1.129193 1.167097 
1.376341 -0.459867 -1.087108 0.724787 0.967032 0.419785 0.490167 -1.499621 
0.722850 -0.466459 -1.098110 0.719188 1.514435 1.378476 -0.107268 -1.021476 
-1.487456 -0.472847 -1.083967 0.689174 0.543604 1.031505 0.698990 0.735203 
-0.049777 -0.476451 -1.097286 0.713697 0.692247 -0.360039 -0.606527 -0.481023 
0.216633 -0.445839 -1.113194 0.694832 1.121563 1.577191 -0.110437 -1.088743 
0.600793 -0.472382 -1.100739 0.702993 0.108640 -0.039422 -0.167664 -0.907193 
-0.036433 -0.452115 -1.098621 0.689175 0.351439 2.213540 -0.918050 1.789265 
-0.677136 -0.450179 -1.078418 0.685870 1.213724 0.653449 1.537581 -1.438202 
1.590914 -0.473996 -1.102283 0.718811 -1.094375 0.810331 0.092015 0.317726 
0.106340 -0.453285 -1.076685 0.724162 -0.677070 2.389394 -1.139921 -0.329877 
-0.918426 -0.462979 -1.102456 0.708781 -0.269730 0.141055 0.652760 1.504032 
0.124735 -0.469855 -1.078963 0.711372 -1.309161 2.086487 -0.904770 -1.505509 
0.955677 -0.476741 -1.096120 0.685061 -1.280213 2.016511 -1.292918 0.599931 
-0.919098 -0.466756 -1.098363 0.730506 0.186042 1.435699 1.346700 0.746534 
0.648289 -0.487021 -1.090127 0.703219 -1.096095 1.971872 1.099848 -0.606222 
1.075610 -0.458569 -1.089121 0.700562 1.289155 0.897014 1.601893 0.154485 
0.699802 -0.466444 -1.102529 0.707736 -0.712989 1.323763 -0.116096 0.160270 
-1.726742 -0.469123 -1.091555 0.715612 1.134795 0.864038 0.239576 -0.122068 
-0.474049 -0.466174 -1.070977 0.704459 -0.927362 0.576378 0.996392 1.615942 
0.056776 -0.466255 -1.090319 0.710600 1.287590 0.748472 0.793910 -0.315106 
0.192488 -0.469618 -1.076786 0.711213 0.834590 -0.337937 0.678795 0.770078 
1.388139 -0.474500 -1.098723 0.720312 -0.945028 -0.064846 0.684927 -1.519506 
-1.708953 -0.454884 -1.089373 0.686265 0.493124 1.443605 -1.329323 -0.399352 
0.721416 -0.460615 -1.081914 0.692649 1.372826 -1.328893 -1.505806 -0.037869 
-0.261456 -0.468981 -1.077563 0.692800 -0.493485 0.071148 -1.682803 0.830999 
