0.793619 0.078689 0.108324 -1.413345 1.232163 1.059959 1.021235 1.052975 -0.472514 -1.258928 -0.606069 -0.870113 -0.517541 -0.220765 1.365759 1.354409 
0.795746 0.067895 0.129720 -1.658935 1.239421 1.054321 1.026984 1.055052 1.119909 0.398658 0.054229 -0.873812 -0.512414 -0.209477 1.366985 1.359316 
0.796494 0.075387 0.106968 1.156223 1.232784 1.063002 1.015585 1.049160 -1.266457 -0.535893 -1.144652 -0.880350 -0.504105 -0.223366 1.357664 1.382942 
0.781004 0.070370 0.126152 -0.855006 1.239315 1.062253 1.031897 1.050904 -1.047906 -0.168837 -0.965049 -0.860511 -0.509315 -0.200216 1.366900 1.375251 
0.794744 0.087135 0.115566 0.842377 1.229114 1.057390 1.025271 1.040830 -0.392500 -0.398181 1.216453 -0.873089 -0.522807 -0.223646 1.386785 1.382339 
0.796255 0.064952 0.116190 -1.113943 1.239306 1.062120 1.021195 1.052167 0.669086 -0.992686 0.023603 -0.874481 -0.516751 -0.246343 1.375000 1.369396 
0.799677 0.080165 0.117868 -0.020803 1.231634 1.056717 1.023775 1.040549 -0.858662 0.758209 -0.488171 -0.877599 -0.523001 -0.217335 1.378509 1.351490 
0.800904 0.076161 0.117814 0.603634 1.233249 1.059429 1.026543 1.047921 0.730971 -0.473168 -0.038077 -0.898454 -0.504415 -0.211726 1.365471 1.370664 
0.796307 0.083330 0.122127 1.488814 1.232203 1.060951 1.018901 1.051364 -0.473978 1.063606 1.029902 -0.891221 -0.532242 -0.219487 1.380819 1.372124 
0.791112 0.080987 0.128108 -1.417175 1.235388 1.068588 1.023878 1.043796 -1.372751 -1.634353 0.821795 -0.864606 -0.506388 -0.212290 1.353410 1.356481 
0.790571 0.091139 0.105750 1.007657 1.231638 1.055779 1.023616 1.041678 1.270140 0.621237 1.041404 -0.884199 -0.494321 -0.232102 1.380799 1.359942 
0.806599 0.074318 0.124481 0.108050 1.238563 1.062910 1.031837 1.045679 1.657297 1.027534 1.098399 -0.885430 -0.496223 -0.204797 1.381131 1.366839 
0.787160 0.063045 0.116243 1.395411 1.233329 1.062388 1.020646 1.051620 0.072484 -1.600840 0.212300 -0.877850 -0.510490 -0.221652 1.366444 1.355611 
0.798223 0.076184 0.107072 0.382098 1.231258 1.062670 1.028734 1.044507 1.544159 -0.824920 0.257765 -0.858483 -0.505730 -0.217455 1.384451 1.360484 
0.786683 0.081104 0.096688 -0.931872 1.232974 1.047839 1.021771 1.045787 -0.657454 -1.067234 0.511057 -0.881250 -0.513770 -0.224772 1.371516 1.367742 
0.795674 0.073048 0.122197 -0.466588 1.220448 1.064780 1.029502 1.045958 1.055092 -0.975756 0.675851 -0.894052 -0.526385 -0.226674 1.362574 1.358553 
0.798332 0.069804 0.114330 1.134117 1.228280 1.066295 1.021650 1.047100 -1.482853 -0.214084 -0.162402 -0.873944 -0.485715 -0.218849 1.382990 1.377871 
0.792957 0.066070 0.112075 0.807347 1.237737 1.063681 1.028682 1.041516 -0.885754 -1.078187 -0.225186 -0.890560 -0.517169 -0.225926 1.361363 1.359907 
0.801666 0.062061 0.103256 -0.177957 1.227992 1.058376 1.025289 1.045842 0.827379 0.117950 -1.184165 -0.874833 -0.518249 -0.222403 1.366355 1.369088 
0.803688 0.063485 0.114027 1.351147 1.226353 1.054649 1.021285 1.049174 -0.187377 1.068643 -0.579574 -0.886279 -0.498643 -0.207349 1.362294 1.383338 
0.791678 0.089236 0.120930 1.395106 1.237287 1.068478 1.015902 1.047359 -1.225526 0.981386 -0.413447 -0.872967 -0.505420 -0.229368 1.377765 1.367760 
0.801378 0.061199 0.110639 0.270063 1.230738 1.054441 1.016742 1.047367 -0.560476 1.203873 -0.804207 -0.881131 -0.526978 -0.212925 1.390575 1.369715 
0.789298 0.086906 0.135603 0.525584 1.230031 1.062605 1.019991 1.048184 1.518407 1.503996 0.826551 -0.890132 -0.519854 -0.224072 1.369987 1.347159 
0.783769 0.083348 0.118588 -1.380798 1.236364 1.060013 1.022029 1.050130 1.618864 -0.874971 1.111002 -0.874036 -0.507794 -0.217506 1.364170 1.374789 
0.788214 0.087087 0.112530 1.212515 1.237466 1.055586 1.023969 1.053834 -1.657179 1.019430 1.231842 -0.877815 -0.518874 -0.214332 1.358272 1.349694 
0.792812 0.079689 0.095093 -0.086414 1.235683 1.061338 1.020775 1.045869 -1.586341 -0.103108 -1.285261 -0.879765 -0.513088 -0.215182 1.368843 1.366843 
0.797151 0.078776 0.107644 1.552691 1.230373 1.056211 1.033258 1.045271 0.430332 -0.857733 0.264138 -0.854595 -0.531694 -0.222081 1.361413 1.371158 
0.793954 0.078424 0.108310 0.978661 1.229969 1.056406 1.024486 1.034634 0.463629 1.501094 -1.273011 -0.878431 -0.518380 -0.239649 1.363717 1.359633 
0.790858 0.082552 0.115226 -0.494193 1.237893 1.055606 1.027096 1.044815 -1.468053 -0.102242 1.608689 -0.872629 -0.504890 -0.204161 1.363827 1.373961 
0.805817 0.076998 0.117125 1.096621 1.228901 1.055209 1.023475 1.044229 -0.404441 -0.719914 -0.848586 -0.886199 -0.507292 -0.236820 1.371734 1.359916 
0.800807 0.076068 0.122864 1.341109 1.232131 1.056566 1.021486 1.057196 -1.101457 -0.268523 0.045078 -0.871243 -0.509409 -0.228107 1.369564 1.370697 
0.803321 0.067134 0.117144 -0.855216 1.234775 1.068171 1.025882 1.038813 -0.584239 0.615751 0.117923 -0.878415 -0.503267 -0.230193 1.384106 1.374477 
0.795186 0.072211 0.116872 -0.289036 1.222700 1.061487 1.022815 1.052519 1.278479 1.197195 0.251447 -0.872125 -0.482092 -0.223189 1.377046 1.358045 
0.799871 0.070477 0.110932 0.860151 1.237770 1.071105 1.033496 1.053832 1.545789 -0.928140 1.307612 -0.879978 -0.512946 -0.217476 1.377243 1.362297 
0.794370 0.080626 0.118385 -1.382505 1.245714 1.068781 1.024362 1.044503 0.087174 -1.184096 -0.431619 -0.875703 -0.522009 -0.222426 1.372093 1.359621 
0.804592 0.076947 0.114522 0.407530 1.228235 1.063038 1.029082 1.052611 1.387741 0.471437 -1.081812 -0.875076 -0.509610 -0.213388 1.387781 1.357930 
0.804418 0.074138 0.120565 1.277845 1.230584 1.059814 1.025981 1.048889 0.838978 1.135416 0.051677 -0.870237 -0.521107 -0.233122 1.358568 1.361310 
0.787987 0.080904 0.114330 -1.315775 1.232678 1.068082 1.026368 1.053577 0.398750 1.396091 0.457865 -0.871099 -0.502892 -0.218555 1.377371 1.367429 
0.782186 0.071553 0.120906 -1.127215 1.229559 1.065809 1.024021 1.038491 0.799449 -0.615008 -0.406074 -0.878380 -0.492583 -0.219276 1.360324 1.377962 
0.799824 0.072982 0.130209 0.317031 1.235538 1.056487 1.018603 1.038188 0.354787 1.071498 0.140754 -0.864305 -0.523618 -0.220233 1.376964 1.362337 
0.792972 0.078167 0.115672 0.318471 1.230772 1.058997 1.015587 1.040134 1.657970 -1.172989 -0.260378 -0.871647 -0.516798 -0.209377 1.372183 1.375172 
0.792621 0.082699 0.117452 0.184686 1.234693 1.070213 1.027491 1.058234 -0.587050 0.382118 -1.269486 -0.872780 -0.523725 -0.210035 1.381571 1.384831 
0.787606 0.081048 0.110847 -1.430987 1.237385 1.072960 1.023328 1.043264 -1.708891 0.932197 0.076347 -0.889889 -0.523153 -0.219988 1.378196 1.373840 
0.798776 0.083066 0.104798 1.485542 1.232729 1.060803 1.032566 1.040936 0.459361 -0.197213 0.177367 -0.870869 -0.501747 -0.231016 1.378807 1.353454 
0.797209 0.085112 0.124616 -0.816015 1.226171 1.062612 1.022426 1.053647 0.778823 1.147337 -1.110987 -0.870367 -0.518716 -0.222773 1.383261 1.364278 
0.792067 0.084659 0.115331 0.902348 1.232202 1.066414 1.023358 1.046459 0.383309 -1.510597 -0.904682 -0.875909 -0.513014 -0.216558 1.368723 1.377301 
0.783788 0.079038 0.105820 -0.275810 1.234149 1.054330 1.026181 1.040876 -0.120783 -1.639908 1.431578 -0.875759 -0.505742 -0.218710 1.376023 1.379069 
