0.872892 0.701724 -1.851030 1.029519 
1.288003 0.215270 1.088398 -0.443535 
0.876143 -1.082255 -0.641323 1.023913 
-0.312572 -0.092828 0.264814 1.080782 
0.862422 0.983528 1.627130 1.042195 
1.156467 -0.923697 -0.871492 0.478047 
0.877838 1.889343 -1.229460 1.020056 
0.505034 -0.732015 -0.186427 0.826330 
0.866987 -0.708463 -0.842354 1.031771 
0.657466 -0.915462 -1.417162 -0.372831 
0.876712 -0.523143 -0.201833 1.029383 
0.334318 0.485145 1.133869 0.697364 
0.865749 1.248971 0.236938 1.020432 
0.116619 -1.078756 -1.811372 0.669480 
0.867642 0.779936 0.572189 1.016952 
0.503591 -0.792251 -0.500436 -2.072582 
0.878768 1.770754 1.373210 1.026076 
-2.131480 1.340509 -0.751135 -0.997747 
0.874166 0.364495 1.860338 1.025244 
1.519062 -1.132895 -1.668691 -0.448671 
0.870102 -0.656523 1.206457 1.027651 
1.302953 -0.573676 -0.506690 -1.749323 
0.864569 1.262799 1.209992 1.023699 
-1.454437 1.249921 -0.980172 -0.448770 
0.863267 0.693140 -0.439989 1.033194 
0.461427 0.436865 -0.318572 -1.015552 
0.865263 1.560163 -0.951463 1.036751 
0.670922 0.572424 -1.823202 -1.034326 
0.871399 0.055575 -0.449685 1.029111 
-0.723208 0.352080 1.324770 -2.096163 
0.868534 -0.905560 0.461942 1.024338 
-1.895167 0.003290 -1.855227 -0.771932 
0.863505 1.632969 1.438304 1.030476 
-0.087313 1.008201 1.193058 -1.231325 
0.863557 1.934526 1.399274 1.032625 
-1.225308 0.678033 -0.370987 1.318866 
0.871784 0.001103 -0.176076 1.031660 
1.072675 1.151901 0.158891 1.264395 
0.870549 1.163088 -1.171307 1.027019 
-2.094923 1.305861 -0.357714 0.979032 
0.868158 -0.219888 1.033243 1.031464 
1.473036 -0.794030 -0.878511 0.679822 
0.875509 1.973074 -0.269359 1.037690 
-1.656420 -0.674748 -0.248743 -1.066595 
0.869497 -0.043027 0.964164 1.030062 
1.438819 0.556850 -0.637646 -0.450612 
0.867792 -1.280418 -1.169138 1.026802 
-0.555600 0.543373 1.168120 -2.109909 
0.862346 -0.585857 0.420247 1.029908 
-0.134447 0.111589 0.500311 1.098855 
0.874409 0.227968 -0.738568 1.016521 
0.955910 -1.447602 1.302842 -1.279209 
0.868709 -0.099406 -0.910144 1.025668 
0.260035 0.072684 1.689746 1.099174 
0.867913 -1.149266 -1.439778 1.029701 
-0.625951 1.426106 -0.731903 -0.920288 
0.879060 0.294860 -0.810276 1.029487 
-0.131825 1.341851 -0.337453 -0.628076 
0.864338 0.555555 1.759482 1.034293 
-0.906480 1.449348 -1.187005 0.456128 
0.871116 -0.680859 0.831293 1.032631 
-0.826560 -0.277561 0.017300 -1.008188 
0.867328 0.136543 1.570210 1.030861 
-0.569047 -0.279215 1.676826 1.204865 
0.868484 0.494727 -0.775458 1.021645 
0.288288 1.076580 -1.591275 0.580798 
0.869222 0.713843 -0.282372 1.035342 
0.237844 0.822293 0.050604 0.261790 
0.874448 -0.245305 -0.603121 1.031816 
-0.410534 -0.006856 1.439055 0.178220 
0.868994 -0.561976 1.775037 1.027408 
1.058913 -0.837421 -0.318960 -1.379209 
0.875196 1.244270 1.724282 1.031221 
0.800437 -1.405620 -1.165721 0.241775 
0.883239 0.631161 -0.380291 1.019682 
-0.693679 0.829005 -1.749214 -0.233828 
0.872755 -1.419361 -1.256351 1.024959 
1.131578 1.832216 -0.789702 -1.621551 
0.880232 -0.528226 1.311697 1.023019 
-1.769029 0.949780 1.442658 -1.888512 
0.869182 -0.407291 -0.955633 1.027413 
0.070978 1.663448 0.255533 -1.829434 
0.864932 -0.570502 -0.459648 1.035050 
-0.733884 1.889720 1.618477 -1.857801 
0.875668 -1.421109 -0.186027 1.035674 
1.495784 -0.021667 0.488536 -0.421996 
0.865465 -0.316643 -0.919238 1.032349 
-2.120207 0.623293 0.787926 1.242530 
0.869507 1.381803 1.726356 1.034619 
-0.024395 -0.009080 -0.016576 -1.481911 
0.875716 -0.553881 -1.175490 1.034563 
0.475618 0.377236 -1.320932 -1.560007 
0.864960 1.358051 -0.894024 1.038719 
-0.139676 1.066910 -0.044862 0.500074 
0.871836 0.882157 0.356008 1.028879 
-1.319493 1.245500 0.338907 -0.342703 
0.869664 1.747527 -1.236818 1.038511 
0.000935 0.621634 -0.620845 0.613422 
0.869924 1.620533 -0.384116 1.028709 
-2.045816 0.407213 -0.991043 1.304361 
0.866113 1.558684 0.526489 1.024910 
0.194056 0.964126 -1.691553 -0.910166 
0.865977 1.912524 0.739013 1.027649 
0.082178 1.547068 -1.211211 0.792866 
0.864199 -0.775815 -0.836327 1.031683 
-0.315265 -0.631296 1.129042 0.418404 
0.882054 0.950972 -1.621068 1.029323 
-2.042289 1.426804 0.476745 0.392772 
0.874967 1.570446 -0.405034 1.028657 
-1.457990 1.874418 -0.313495 -1.020020 
0.876413 0.625576 -0.415794 1.032014 
0.277477 1.381527 -0.243243 0.928763 
0.869413 -0.265898 0.518257 1.031998 
-0.160507 1.879713 -0.734592 0.842636 
0.867378 -0.570231 1.015935 1.024332 
1.101221 0.883818 -0.710581 -1.601200 
0.871806 -0.021589 0.791668 1.029679 
0.502807 -1.019142 0.295349 -1.882880 
0.860449 0.326598 -0.442295 1.032122 
1.201424 -1.467706 0.078625 0.665057 
0.863475 1.103213 -0.612108 1.026920 
-0.523894 -1.155793 -1.559653 1.018523 
0.862923 0.795466 -1.861171 1.032464 
0.931195 -0.550227 0.714824 -1.583556 
0.871442 -0.037153 1.185911 1.017333 
-0.251827 -1.405796 0.681406 -1.324276 
0.873050 0.254184 -1.725810 1.034099 
0.501125 1.024066 1.779903 -1.047682 
0.870486 0.653972 0.711345 1.032183 
0.211479 0.810577 -0.054031 1.148126 
0.859695 0.808227 0.300008 1.029352 
-1.977235 -1.577227 0.563209 1.021276 
0.866002 1.198802 -1.350445 1.016744 
-0.742159 0.481688 1.767293 0.692728 
0.879469 1.237560 0.779145 1.035502 
-0.234035 1.978338 -0.594897 0.026879 
0.869933 -0.646784 -1.787967 1.029058 
-1.607043 -1.271304 -1.655689 -1.745386 
0.866162 1.276220 -0.346506 1.024653 
-0.362078 1.455836 -0.811472 -2.142846 
0.866658 0.470048 -1.233665 1.024364 
1.185314 -0.901524 0.883110 -1.089653 
0.875576 0.044624 -0.619692 1.030843 
0.936763 -1.439124 -0.305121 0.308282 
0.880128 -0.979822 0.291625 1.031538 
0.943136 -0.241416 0.894235 0.275696 
0.863069 0.566668 1.720042 1.023996 
0.425650 -0.537713 1.514397 -1.237297 
0.868348 1.268490 -0.223038 1.026051 
1.266914 1.358586 0.588361 -0.095242 
0.873866 -1.421901 1.293755 1.023132 
-1.959942 -1.523817 -0.279159 -0.785479 
0.869255 0.733870 1.725326 1.024304 
-1.211198 -1.349445 0.053901 -0.975554 
0.875917 -1.540820 -1.270707 1.035082 
0.675183 -0.380880 1.794972 0.109238 
0.869648 -0.801326 -0.519568 1.030166 
-0.591935 1.989469 -0.844893 -0.737609 
0.857601 1.894326 -0.413286 1.020769 
-1.230431 1.265794 0.538015 -1.388795 
-0.992461 1.585216 -0.403063 0.623798 
-0.798459 0.223761 -0.963725 -0.270051 
0.920257 -0.089726 0.643942 -2.196374 
-0.771164 1.865267 -0.396708 -1.188311 
0.316143 0.776247 1.113496 -0.610450 
-1.894531 -0.900828 -0.424919 0.228063 
0.775836 -0.564980 -0.825450 1.152911 
-1.040612 0.101840 0.797321 1.126830 
0.856010 0.373590 -1.110879 -2.113211 
-1.994193 -0.975681 1.269324 -1.808742 
-1.360180 0.596686 -1.729753 -0.177597 
0.619609 -0.926792 -1.232872 -1.333315 
-0.338674 -0.341449 -0.232415 0.492637 
-1.464452 -1.022224 1.336764 1.054506 
-0.283843 1.232703 -0.443116 -1.868812 
1.186376 -0.814856 -0.864523 -1.120498 
-0.442233 1.663767 -1.165598 -1.303974 
1.342454 0.043497 -0.206849 -1.566898 
0.812002 -1.498950 1.215404 -1.406064 
-1.327087 0.883953 -0.747692 -1.522448 
0.757942 -0.940253 0.910274 0.525010 
-1.440298 -0.936497 0.905923 0.492732 
1.150361 -0.908811 0.913791 0.506168 
-0.476786 -0.940500 0.855684 0.526427 
