-0.793692 -1.390363 -0.378308 1.152147 -0.289437 1.426224 0.051108 -0.531666 -1.267032 0.644294 -0.701876 0.346413 1.235130 0.298829 -0.376980 -0.458133 -1.343205 0.905182 1.457575 -1.482687 -1.687024 1.489753 -0.091822 -0.650190 -0.531720 0.078961 -1.087396 -1.859732 -1.306839 0.339074 -1.456126 -1.655386 
-0.792601 -1.414831 -0.359376 -1.437498 -0.299825 1.422216 0.046734 -0.533002 -0.755140 -1.329873 1.048115 0.372909 1.254561 0.295437 -0.387776 -0.456211 0.762898 -0.959405 -1.374056 -1.002552 1.473320 0.237799 0.017121 -0.817830 1.043007 0.077093 1.042711 -0.054840 -0.062416 -1.527821 -0.411949 0.493297 
-0.802417 -1.406161 -0.376046 0.911781 -0.291097 1.423290 0.051633 -0.526082 1.683681 -0.145807 0.802500 0.333051 1.242692 0.302287 -0.366428 -0.452504 -1.705063 -0.297571 0.413788 1.087610 1.309376 0.636923 0.625045 -1.273687 -1.119572 0.170345 1.742421 0.896636 -0.644386 -1.174692 -1.524231 -0.579075 
-0.807424 -1.413577 -0.380198 -1.626567 -0.294404 1.417415 0.044437 -0.512950 -1.116343 1.609431 1.192844 0.346103 1.238771 0.303143 -0.348875 -0.474617 -1.391897 -1.467332 -0.405535 -1.362618 -1.764139 1.324990 0.007545 -1.664300 0.711506 0.446533 -0.541711 -1.720979 -1.346018 0.575627 -1.565866 0.791515 
-0.807620 -1.400767 -0.372788 -1.286727 -0.289133 1.427951 0.051532 -0.531806 0.368142 -0.602910 -0.096249 0.342741 1.239100 0.291993 -0.395881 -0.499478 -1.464749 0.538138 1.685556 0.446235 -0.284071 -0.581525 1.645146 -1.731191 1.516286 0.162557 -1.534776 -0.994988 0.528434 -1.604342 0.622295 -0.845401 
-0.794806 -1.421212 -0.379573 0.220841 -0.298401 1.425095 0.047880 -0.521867 -0.321083 0.801003 1.471532 0.349603 1.242141 0.301004 -0.381008 -0.469288 0.683105 0.833923 0.540835 -0.052400 0.231856 -1.610271 1.558111 1.531884 1.517028 1.488605 -0.948143 -1.277054 -0.841741 0.223152 1.689835 -0.903180 
-0.806422 -1.400349 -0.368543 -1.550768 -0.291772 1.421220 0.050702 -0.527215 -0.775514 0.914849 -0.089653 0.345751 1.248769 0.304779 -0.366964 -0.490402 -0.246112 -0.417212 -1.504557 0.009432 -1.442455 -0.443422 1.252861 1.630570 -0.837250 0.445085 0.109257 -0.890511 -1.009322 0.162248 -1.152381 -0.020959 
-0.796593 -1.402116 -0.374494 -0.219674 -0.288413 1.425605 0.041574 -0.521869 1.603089 -0.097495 0.796757 0.328315 1.247500 0.301585 -0.389602 -0.459813 -0.497362 1.110366 1.658597 -0.266807 0.721986 1.026939 0.422630 1.319048 0.852516 1.294414 -0.872424 1.018856 -1.025042 -0.370583 1.411094 0.947296 
-0.806237 -1.394199 -0.372092 1.414510 -0.291138 1.424809 0.057726 -0.525108 -0.777332 0.273240 1.740905 0.367667 1.231682 0.305298 -0.371677 -0.462187 0.377850 -1.475586 -1.495795 1.342898 1.148904 -1.221333 -0.319935 -0.063867 -0.368119 0.624710 0.909269 -1.550568 -0.819834 0.476732 -1.173594 -0.720661 
-0.806559 -1.407808 -0.371530 0.911634 -0.300726 1.417890 0.049887 -0.529684 -1.756109 -1.265072 1.156606 0.327413 1.239224 0.306247 -0.389425 -0.467113 1.330238 0.450072 1.098995 1.496444 -1.681141 0.458073 -1.603952 -0.369315 -0.106279 -1.362117 -0.839744 -0.103009 -1.348776 1.309733 -0.894153 1.135929 
