-0.939737 0.571806 0.510844 
-0.925798 0.493568 0.535620 
-0.944302 -1.583443 0.532452 
-0.948210 -1.497808 0.518534 
-0.948821 -1.737164 0.526526 
-0.950255 -0.771620 0.529846 
-0.954853 -0.606891 0.508452 
-0.949364 -1.031976 0.514842 
-0.962410 -0.188244 0.535424 
-0.959712 0.831201 0.518094 
-0.933145 -1.141732 0.522652 
-0.940768 0.451288 0.513203 
-0.939702 0.260431 0.511687 
-0.936006 0.409137 0.540721 
-0.956386 -2.052121 0.511823 
-0.959390 0.687174 0.528405 
-0.962390 -2.192725 0.524581 
-0.958648 -0.725297 0.524884 
-0.935618 0.032186 0.511717 
-0.952171 0.450706 0.504348 
-0.938840 -1.722258 0.524986 
-0.962800 -0.677237 0.515652 
-0.961258 0.272018 0.507553 
-0.937210 0.836146 0.502198 
-0.913764 0.521656 0.530481 
-0.946348 -1.855904 0.538481 
-0.949185 0.090292 0.520946 
-0.964448 0.470353 0.518254 
-0.963484 -1.683038 0.515660 
-0.970256 -1.377403 0.521749 
-0.947979 0.557967 0.507461 
-0.942719 -1.847650 0.519132 
-0.955547 -1.284938 0.526594 
-0.954536 0.089473 0.504985 
-0.950047 0.738455 0.523704 
-0.938525 -0.517888 0.526604 
-0.956616 -2.067498 0.519091 
-0.943455 -2.161129 0.539211 
-0.935020 -0.740262 0.539602 
-0.954123 0.036289 0.506320 
-0.963300 1.101476 0.516085 
-0.963698 -1.788807 0.551584 
-0.969506 0.037238 0.519927 
-0.943747 1.466811 0.528779 
-0.952461 -1.152194 0.521016 
-0.947137 -0.369953 0.518678 
-0.945929 -2.103242 0.534100 
-0.943744 -0.614007 0.499831 
-0.933408 0.145647 0.507343 
-0.955494 -0.676549 0.520055 
1.124876 -0.939801 1.551292 
-1.014372 -0.102006 -0.805061 
-0.727297 -0.064059 -0.697331 
2.167717 1.477571 1.210091 
-1.146292 1.064350 -1.170884 
-0.226837 -0.395167 1.449632 
-0.758556 -0.441734 -1.427835 
0.963386 0.895641 0.713268 
-0.015295 -0.251283 1.124893 
-0.088240 0.065822 -0.667356 
0.803330 0.102669 -0.461275 
-0.929817 -1.174746 -0.603896 
-0.645472 -0.351962 1.622070 
2.146084 -0.033462 -0.444845 
1.127987 -1.791807 -1.684347 
1.536729 0.420639 1.462497 
0.466212 -1.872659 -0.804778 
-0.088531 -1.434307 -0.830523 
-0.450128 1.430547 0.630967 
1.479194 -1.981119 -0.906405 
-0.943789 0.501171 0.519135 
-0.951922 1.376684 0.496152 
-0.962664 -1.394237 0.517143 
-0.927777 -1.032849 0.512614 
-0.958786 0.713221 0.508316 
-0.957327 -0.818149 0.507428 
-0.942199 0.799215 0.511591 
-0.956180 1.174699 0.519465 
-0.944660 -0.983447 0.517896 
-0.953362 -1.095744 0.536479 
-0.945110 0.959574 0.521872 
-0.951673 -0.823278 0.536847 
-0.952370 -0.709601 0.513756 
-0.959921 0.604792 0.506321 
-0.950879 0.121952 0.526834 
-0.950430 0.064374 0.543917 
-0.952304 -0.126883 0.522778 
-0.949416 -0.696251 0.524574 
-0.945878 0.064859 0.520732 
-0.948143 -1.209492 0.528091 
-0.937450 -1.201619 0.526592 
-0.953068 -1.597157 0.505505 
-0.932083 0.931944 0.529035 
-0.940341 -0.932584 0.508549 
-0.954674 0.003288 0.515017 
-0.939397 1.123205 0.513156 
-0.948342 -0.469761 0.528979 
-0.922471 -1.035208 0.529723 
-0.958033 -1.960252 0.543878 
-0.944402 0.183660 0.527238 
1.217735 -2.177181 0.800773 
-1.146319 -1.211473 1.658703 
1.586697 -2.029813 -1.742987 
1.409916 -2.041832 -0.779237 
1.785606 -1.120292 -0.630068 
0.099529 1.197202 1.557479 
0.496569 -0.890054 1.121900 
-0.791022 0.892525 1.409390 
-0.961886 0.814768 -0.947676 
-0.615269 1.231178 -0.991761 
1.000697 -1.181019 0.660469 
0.904956 -0.991034 0.992816 
1.402960 -1.665416 -1.173849 
1.706675 1.062691 -0.936825 
0.073839 -0.770286 -0.059509 
-1.087550 -0.476070 -0.876173 
0.774208 0.853534 1.175204 
0.705755 0.308615 1.539805 
2.186835 1.226158 -0.798005 
0.430523 0.159553 -0.479100 
-1.144449 -1.336818 1.221264 
-0.876754 -1.310525 1.566295 
2.110798 -0.558371 -0.498082 
-0.618826 0.107967 -1.397938 
1.019971 0.679264 -1.379375 
1.657601 1.466762 -0.618855 
-0.295228 -1.962083 -0.582248 
1.933152 -1.549720 1.612747 
0.195251 -1.195411 0.447729 
0.211247 -1.456919 0.400780 
0.868112 0.675408 -1.738155 
2.010433 0.676697 0.371148 
1.832999 0.677579 -1.469422 
1.327379 0.674346 0.971934 
0.357959 0.674687 1.466407 
0.176704 0.675881 -0.665548 
-1.047685 0.675506 1.150564 
0.179490 0.677925 -0.935843 
-0.714291 0.674146 -0.394385 
-0.023669 0.676259 -1.381648 
1.003392 0.674041 -0.990587 
1.592242 0.677254 -0.645496 
0.004361 0.675018 1.601555 
-0.793548 0.676259 -1.536037 
-1.084565 0.675714 -0.097887 
1.828848 0.678023 -1.816556 
1.946460 0.676957 -0.526293 
-0.549218 0.678905 -1.791424 
0.258799 0.678842 0.561769 
-1.030688 0.679723 0.308546 
0.265442 0.675691 0.344166 
-1.057380 0.679095 -0.932700 
1.127777 0.672862 -0.165859 
-0.494678 0.674549 -0.656139 
0.674175 0.677093 -1.875721 
-0.986543 0.677259 1.254178 
0.193799 0.674569 -1.822741 
-0.072496 0.677832 0.802000 
1.489665 0.677834 -0.103793 
-0.256401 0.678591 -1.758922 
-0.435008 0.675535 1.154171 
-0.104511 0.679541 1.154549 
1.507440 0.675958 1.003285 
-0.672603 0.676784 0.544884 
-0.908391 0.674592 -1.363780 
1.898131 0.678566 0.151234 
0.975246 0.675412 1.438130 
-1.094175 0.674172 -1.931997 
2.185620 0.676470 0.173153 
0.902878 0.676862 0.918639 
0.444437 0.676053 1.828052 
-0.290766 0.674777 -1.055887 
0.409273 0.677149 -1.537481 
0.905772 0.675847 1.269705 
-0.268793 0.675206 1.240142 
0.915387 0.673886 -1.456687 
1.436376 0.677563 -1.417762 
0.594861 0.676466 0.049172 
1.150652 0.677542 0.020042 
0.722317 0.677500 -1.255371 
2.097136 0.678067 -0.010977 
0.472647 0.677207 0.819089 
-0.007144 0.677285 -0.705321 
-0.497864 0.674851 -0.597982 
0.804929 0.677473 -1.124036 
1.297991 0.675808 0.171864 
2.012670 0.676374 0.548719 
0.770263 0.676954 0.492821 
1.044461 0.674721 1.111741 
2.065685 0.676969 -1.386763 
1.359903 0.674622 0.596967 
1.160595 0.677904 1.147118 
-0.534040 0.673705 -1.564266 
-0.622999 0.675307 -0.783008 
1.820322 0.676403 1.434192 
0.028682 0.677047 1.564225 
0.205702 0.675791 -0.366526 
0.657724 0.673229 -1.156690 
2.048678 0.675159 -0.082537 
0.742933 0.677796 0.435475 
-0.969983 0.676290 -0.170251 
-0.848122 0.677105 0.355311 
0.858910 0.677694 0.732639 
0.920257 0.675095 -1.137744 
-0.154207 0.675201 -1.019260 
-0.186969 0.674938 -1.782926 
1.265766 0.678583 0.325753 
0.183063 0.675146 -1.496729 
0.740579 0.675923 -1.316943 
-0.026867 0.676470 0.323071 
0.555818 0.675978 -0.048853 
1.906927 0.677717 1.704808 
1.817518 0.676236 -1.118436 
0.445889 0.674266 -0.847522 
-0.346640 0.678297 -0.207256 
-0.981870 0.676013 -0.618575 
-0.867591 0.675303 1.701055 
1.284153 0.677093 0.836655 
0.673482 0.678038 -0.128462 
1.701592 0.675128 1.237574 
0.427089 0.645541 -0.452302 
0.956445 -0.898525 0.288814 
0.479662 1.461155 1.731925 
-0.074117 0.260910 1.414566 
1.894964 -2.144916 -1.451152 
-0.488672 0.878498 -0.582294 
-0.784174 0.175010 0.516003 
1.547097 -0.464685 1.238936 
0.548015 1.140474 0.541715 
-0.255636 -1.399140 -0.525417 
0.321135 -2.056976 -1.606130 
0.315791 -2.084009 -1.612796 
0.319701 -1.763431 -1.603030 
0.320975 1.128308 -1.612137 
0.314791 0.192295 -1.606098 
0.317918 -1.241732 -1.621063 
0.315065 -0.059512 -1.617532 
0.330190 1.199991 -1.610429 
0.307875 -0.626541 -1.619921 
0.322633 -0.806386 -1.609670 
0.313981 -1.554075 -1.608847 
0.316153 -2.169235 -1.617613 
0.319588 -1.508351 -1.614430 
0.310793 0.909697 -1.610425 
0.320713 1.461906 -1.615264 
0.316751 -1.919340 -1.611173 
0.322806 0.972618 -1.607080 
0.308504 0.048737 -1.615832 
0.316899 1.320669 -1.612713 
0.315489 0.413940 -1.614089 
